genes,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,"inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,"cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part",CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,subiculum,subiculum,subiculum,subiculum,subiculum,subiculum,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,putamen,putamen,putamen,putamen,putamen,putamen,habenular nuclei,habenular nuclei,habenular nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla
AVPR1B,17.729,0.3507,0.8977,-0.1556,0.0581,-0.1179,-0.4533,-0.4157,-0.5719,11.352,0.6997,-0.4346,0.4782,-0.3273,-0.3234,-0.6006,-0.1355,-0.3960,-0.6862,15.350,-0.4809,-0.5109,30.485,-0.7934,-14.435,-0.3361,-0.1014,0.2173,-0.5702,-0.7175,-0.1642,-0.2159,0.2740,-0.8291,-0.3620,-0.6331,0.1759,11.266,0.4201,-0.1236,-13.526,-13.187,-0.4922,11.150,0.3286,-0.2395,0.3340,0.3327,-0.0100,-0.1270,-0.2526,0.6005,-0.7747,-10.125,-0.3574,0.7794,-0.4418,-0.3676,-0.0254,-0.6224,0.3049,-0.3324,13.214,-0.1205,-0.9332,0.3693,-0.1688,11.122,-0.7481,0.2296,0.0155,-0.0749,0.4010,-0.3587,-0.4116,28.618,0.8723,0.4495,-0.6265,0.3387,-0.7627,24.863,-0.8114,0.3253,0.3644,-0.0576,-0.4405,11.726,-10.263,-0.8447,-0.0527,0.1316,0.3130,15.253,0.6971,-10.830,0.3583,-0.9228,-14.368,14.742,-0.8672,10.308,-0.7237,-0.9520,10.506,0.0313,39.191,0.6344,-0.3837,-19.503,-0.1925,-0.7130,-0.7000,0.7310,-12.536,0.0263,0.8259,0.2776,10.513,-0.5619,0.5346,-0.0306,-0.5668,-0.6144,0.8359,0.2435,-0.5758,-0.4825,-0.7057,20.176,-0.4428,18.092,-0.4752,0.8081,24.358,17.883,21.965,0.5834,-12.162,0.6054,-10.622,-0.6746,0.5620,-0.3280,0.3248,-11.217,0.2065,0.9737,-0.6904,0.2887,-13.255,0.1505,0.9834,10.241,0.2180,-0.3816,-0.1080,0.0882,-0.6640,-10.660,-0.3670,0.5456,-10.770,0.1936,-0.5983,-0.2252,0.2977,0.2403,0.0082,0.0885,-0.8901,26.509,-0.2262,0.1161,-0.5479,-12.660,12.263,-0.3628,-10.508,-0.5912,-10.335,-0.8103,-0.6624,-0.7364,-0.6928,20.425,-0.9091,0.0134,13.098
AVPR1B,-0.3591,-0.6980,-0.5756,0.1475,-0.3102,-0.9251,-0.6002,-0.3869,0.4828,0.0892,-0.7622,-10.044,0.6844,-0.5127,-0.1853,-0.8808,-0.9997,-0.9877,-12.399,-0.6480,-0.7965,-0.3027,-0.6561,-11.158,-12.399,-0.3607,-10.254,-0.4329,-0.8930,-0.9930,0.5428,-0.7276,0.3849,-0.6351,-0.2546,-0.5999,-0.3804,-0.6194,-0.4294,-0.3208,-11.732,-11.690,0.1681,-0.2066,-0.3210,-0.2470,-0.7248,13.438,-0.2869,10.289,-0.3173,-0.2986,-0.0557,-0.1239,-0.7687,-0.4396,-0.5326,-0.6063,0.2094,0.7767,0.2370,-0.6434,-0.2813,0.0006,-0.1929,-0.4393,-15.152,-0.8982,10.916,0.1649,-0.1689,-0.3860,-0.0040,-0.5293,0.6118,-0.1909,-0.0747,0.1436,0.3595,0.1211,-0.5174,0.5472,-0.1765,-0.3122,-0.9282,-0.4077,-0.7504,-0.3445,-12.164,0.5299,-0.1990,-0.3308,-0.9289,-0.5386,-0.9576,-0.5381,-0.0142,-0.5464,-0.8367,12.196,-0.3953,-0.5798,0.6988,-0.4472,0.6025,13.168,0.2310,0.8447,0.2044,-0.0855,-0.6891,-0.1372,0.2014,13.427,-0.0069,-0.6125,-0.6924,0.0239,0.7323,0.1772,-19.909,14.394,-0.5771,0.5023,-0.2799,12.767,0.7487,36.435,-0.0596,-0.4118,0.4985,0.8888,0.4746,0.9023,-0.8911,-0.4575,-10.587,0.8966,0.0200,-0.2759,-0.5052,-0.4965,15.439,-0.5974,-0.7372,-0.3987,-0.2595,-0.8555,-0.2970,-0.1264,-13.057,-0.4636,0.2411,-0.5839,0.1244,0.1033,21.262,0.1413,-0.0193,-0.6518,0.1284,10.336,-10.080,-0.1125,-0.5847,-0.7263,0.0530,-0.2553,0.0232,-0.6987,-11.130,43.219,-0.9488,-0.3481,-0.2991,-0.6641,0.1912,0.3286,-10.619,-0.8844,-0.5960,-0.3336,0.3087,0.0196,-0.5845,-0.4265,-0.3610,11.125,0.1098
CAMKK2,0.3284,10.345,0.7289,0.7036,0.5940,0.5341,0.5823,0.9409,0.9842,0.7159,0.6102,0.8948,0.3951,10.403,0.8501,11.721,0.6612,0.5959,0.4771,10.346,0.8513,0.6135,0.3825,0.7252,0.5107,11.202,0.7965,0.7693,0.4854,0.8538,0.4462,10.531,0.8959,0.7366,0.5531,0.7902,0.6110,0.9193,0.7990,0.8801,0.3114,0.5601,11.846,0.7434,0.7090,0.6328,0.7725,0.6229,0.8929,0.9345,0.8825,0.5091,0.6945,11.562,0.9915,0.7516,0.5169,0.7404,0.4688,0.7889,0.6444,0.5088,0.5064,0.7761,0.7228,0.8329,0.8594,0.5451,0.2916,0.6622,0.6753,0.7149,0.8338,0.5055,-0.1508,0.1149,-0.1754,-0.0453,-0.3734,-0.3346,-0.8227,-0.5462,-0.2960,-0.5232,-0.7865,-0.6501,0.5090,-0.2033,0.1005,-0.0848,-0.5825,-0.4275,0.9990,-0.1774,0.4613,0.1910,-0.7245,-0.3721,-0.1497,-0.1134,-0.0464,-0.0093,-0.1491,-0.1910,-0.1425,0.0555,-0.7055,-0.8344,-0.4747,-0.5733,0.7909,0.2268,0.6966,0.5964,0.7551,0.5861,10.035,-0.0174,0.1501,0.0118,0.3534,0.0286,-0.9849,-0.5294,-0.2564,-0.4041,-0.6178,-0.7098,-0.0834,-0.5559,-0.3968,-0.1717,-0.2740,-0.0034,0.7389,0.6195,14.670,0.5631,0.6723,0.8777,0.6210,0.9506,10.042,10.041,0.7752,0.7465,0.6862,0.7281,0.8199,0.7355,0.7247,0.5984,0.4441,0.6877,0.9027,0.8862,0.5944,0.8325,0.1965,0.3728,-0.2614,-0.4515,0.0170,-0.1937,0.7246,0.8983,0.8967,0.8381,0.7950,0.8034,-20.989,-17.698,-0.6385,-17.706,-13.432,-0.9193,-15.796,-17.381,-12.062,-0.8311,-0.6858,-10.107,-13.563,-10.434,-0.5083,-0.5241,-0.6714,-14.798,-10.281
CAMKK2,0.7191,0.9771,0.8892,0.7989,0.7723,0.7653,0.6667,0.7703,10.360,0.7861,0.8534,0.9894,0.7095,0.9326,0.8905,12.518,0.7339,0.8933,0.6690,0.8438,0.9767,0.8239,0.8593,0.9299,0.4957,0.8733,0.8701,0.9261,0.7066,0.8605,0.5930,0.7899,0.9960,0.7604,0.8073,0.9055,0.7605,0.9242,0.8901,0.9641,0.4289,0.6953,11.960,0.8639,0.8713,0.7772,0.8672,0.7567,0.8537,10.243,0.9120,0.7098,0.8443,10.219,10.400,0.6496,0.6741,0.7945,0.6862,0.7309,0.6282,0.5798,0.5813,0.8602,0.8242,0.7229,0.8422,0.5801,0.4106,0.6536,0.6679,0.5607,0.8193,0.5422,0.1473,0.1316,0.0828,0.1458,-0.2244,0.2460,-0.4048,-0.5005,-0.3432,-0.3958,-0.6842,-0.1436,-0.3809,-0.2748,-0.0903,-0.1657,-0.5545,-0.2292,-0.3681,-0.3301,0.2167,-0.2273,-0.6626,-0.4176,0.2647,-0.0339,0.0656,0.2246,-0.3354,0.0454,-0.0491,-0.1936,-0.1041,-0.3099,-0.4624,-0.7738,0.8349,0.2292,0.4545,0.7044,0.1537,0.1490,0.9802,0.0355,0.1487,0.2858,-0.2187,0.1423,-0.2239,-0.3501,-0.2367,-0.3075,-0.4688,-0.1897,-0.8267,-0.6171,-0.2528,-0.0616,-0.4808,0.1696,0.7904,0.7141,15.654,10.331,0.3176,0.9325,0.6212,0.9091,0.9488,0.9544,0.7720,11.003,0.5865,0.7842,0.9351,0.7360,0.7556,0.7783,0.7726,0.6562,11.536,11.022,0.7526,10.332,0.1078,0.3232,-0.0027,0.0399,0.0637,-0.0668,0.7288,0.9347,11.527,0.9638,0.8201,10.760,-22.403,-18.448,-19.623,-20.015,-13.441,-13.665,-16.699,-17.447,-12.830,-0.8375,-0.4647,-11.513,-0.7428,-10.008,-14.649,-0.9073,-0.4840,-15.087,-13.497
CAMKK2,0.3979,0.2349,0.5809,-0.8482,0.2731,-0.8784,-0.5250,-0.1152,12.081,-0.4775,-0.2379,-0.7215,0.0652,0.1438,0.4338,-0.0711,-0.6876,-0.5651,-0.3586,0.0926,0.6090,-0.0853,0.5100,-0.6533,-12.237,0.0847,0.3865,0.0244,0.0608,-0.6320,-0.3923,0.0460,13.096,-0.1163,0.1731,-0.6419,0.2062,-0.2580,0.5399,-0.0846,-0.4340,-13.481,0.4316,0.6557,0.2069,0.2453,-0.8109,0.3645,-0.1361,0.7320,0.2947,0.1889,-0.8626,0.3924,0.9127,-11.576,0.2526,-0.7768,0.1554,-0.2030,0.3357,-0.1433,0.1660,-12.415,0.2855,-0.0205,0.4594,-0.7819,-0.1923,-12.840,0.0590,-0.4559,0.6802,-0.3514,0.7251,11.018,10.012,20.479,10.588,21.527,0.2121,0.6842,13.342,11.005,0.4743,16.039,0.9649,0.4686,15.588,0.9908,0.1848,19.247,0.2515,-0.0769,22.649,12.277,-0.5514,12.391,0.2692,0.7412,0.2996,18.133,0.7741,15.547,13.397,-0.2877,10.636,17.359,0.0691,-0.1826,18.724,0.8978,15.060,25.401,-0.0007,0.4098,29.738,0.4656,0.4909,16.475,-12.628,-0.2613,-0.3324,0.0842,10.675,20.940,-0.3860,0.8559,-0.4005,-0.5655,0.2908,0.9544,0.5524,-0.7523,0.7607,0.9679,20.949,24.018,-0.0004,21.698,-0.0129,-0.0230,0.9614,0.5505,-0.2761,17.274,0.5557,-0.5409,0.2947,10.052,0.7594,-0.5319,0.6386,0.8249,14.345,13.496,13.377,19.793,0.3029,-0.4043,0.6008,16.388,0.3485,0.1800,0.7679,-0.7813,15.464,13.049,0.6959,19.162,-29.300,-0.7276,-19.288,-10.374,0.2891,-0.0765,-17.765,-25.165,-14.517,0.5221,-15.525,-14.093,-20.822,-0.5646,0.0586,-12.724,-15.577,-17.229,-12.225
CAMKK2,0.0133,0.7650,0.9644,0.8214,0.6094,0.2931,0.5774,0.7210,0.9175,0.7827,0.7029,0.6728,0.3481,0.6860,0.9927,10.433,0.8353,0.4520,0.5240,0.7204,10.233,0.6981,0.5038,0.5825,0.2298,0.7503,0.6183,0.8000,0.7722,0.5499,0.4197,0.8249,0.9484,0.8019,0.6208,0.5102,0.8656,0.7933,0.8852,0.8348,11.542,-0.0140,0.6405,0.9184,0.8794,0.6332,0.4508,0.8189,0.6413,0.8845,0.6814,0.2868,0.3976,0.6570,0.5081,0.8679,0.4908,0.7705,0.1235,0.6594,0.7120,0.6749,0.8846,0.1998,0.4941,0.5664,0.6935,0.7048,0.4058,0.5991,0.6068,0.4615,0.7610,0.4696,0.3746,10.403,0.0075,0.1056,0.0256,0.1498,-0.6193,0.2021,-0.1756,-0.2675,-0.2934,-0.1629,-0.3203,0.3159,0.2519,0.2531,-0.1546,-0.3762,-0.0275,0.3982,0.5523,0.5764,-0.3282,-0.3373,0.0898,0.5684,0.3084,0.5762,0.1019,-0.0910,0.4456,0.0469,-0.1776,-0.6302,0.0654,-0.5586,0.9015,0.7058,0.8816,0.2619,10.421,0.8739,0.3374,0.4141,0.2740,0.2632,0.1039,0.7050,-0.2830,-0.3595,0.1853,-0.4418,-0.0138,-0.3204,-0.6096,0.2752,0.0116,0.0521,0.1817,0.0929,0.7805,0.9118,14.419,0.9853,0.8147,0.9105,0.9709,0.9882,13.687,12.593,0.7491,10.245,11.783,0.7608,10.137,0.9824,0.6008,0.8145,10.061,10.643,0.9630,13.941,11.955,13.633,0.0834,0.3163,-0.0813,-0.3778,0.1076,-0.3143,11.603,0.6125,13.593,11.687,0.9582,0.9394,-28.345,-0.2185,-12.913,-0.8776,-15.392,0.1267,-16.832,-20.172,-0.7106,-0.9617,-0.8950,-12.519,-0.7217,-13.158,-10.681,-0.7869,-0.8787,-12.108,-0.6413
CCK,0.9572,10.799,10.549,10.829,10.395,10.340,11.314,10.509,10.784,11.320,10.329,10.768,0.9666,10.661,11.500,14.303,10.795,10.064,10.574,11.107,10.782,11.103,10.196,10.583,11.026,10.741,10.409,11.047,10.804,10.804,10.209,11.204,10.651,10.792,10.304,10.589,10.350,10.836,10.818,10.928,0.9770,10.729,0.9622,10.640,11.013,10.398,10.628,10.315,10.029,10.748,10.947,10.164,10.558,10.299,10.445,11.328,0.9632,10.265,0.9901,10.330,0.9987,10.708,10.208,10.783,10.270,10.507,10.520,11.401,0.9898,10.624,10.070,10.468,10.349,10.596,0.5289,0.6203,0.5619,0.6598,0.6981,0.7308,0.2769,0.5308,0.2402,0.5133,0.4068,0.5577,0.8925,0.9796,0.8527,10.034,0.9541,10.500,10.825,10.051,0.9771,10.462,0.9433,11.113,0.6784,0.5525,0.5380,0.6587,0.5488,0.7610,0.9015,0.9095,0.7032,0.7913,0.7685,0.8027,11.007,0.8930,0.5971,0.5834,0.8024,0.8348,14.302,0.8719,0.7946,0.7237,0.9028,0.8301,0.4574,0.4152,0.7313,0.3608,0.6130,0.5725,0.6060,0.7178,0.8261,0.8594,0.8654,0.9053,11.537,12.030,14.435,0.8792,0.9437,11.121,-0.5411,-0.4223,-0.8243,-0.7858,-0.4078,-0.6823,-0.3720,-0.1152,-0.8990,-0.7321,-0.5255,-0.3995,0.4172,0.5662,-0.4976,0.1882,-0.2845,-0.2743,0.5304,0.5550,0.1461,0.1123,0.3394,0.3689,-0.3377,-0.4010,-0.4449,-0.4272,-0.3696,-0.5903,-0.2880,-0.2713,-11.151,0.2657,0.1000,-0.1180,-0.0508,0.0286,-0.1213,-0.6337,-0.4393,-0.5982,-0.6621,-0.2818,-0.1650,-0.1176,-0.6362,-0.2363,-0.1399
CCK,0.9801,11.505,10.493,11.286,10.385,10.898,11.241,10.636,10.713,11.810,10.424,11.230,0.9716,10.970,11.125,14.356,10.976,10.469,10.524,11.487,10.498,11.240,10.360,10.898,10.757,10.942,10.424,11.140,11.001,10.975,10.143,11.550,10.712,10.786,10.397,10.861,10.366,11.224,10.804,11.040,10.218,11.066,0.9962,10.506,11.352,10.524,10.865,10.487,10.305,10.622,10.923,10.120,10.800,10.244,10.740,11.728,0.9685,10.744,0.9793,10.508,0.9874,10.732,10.466,10.972,10.268,10.934,10.268,11.554,0.9898,10.856,0.9849,10.592,10.373,10.401,0.4932,0.5968,0.5699,0.6283,0.7206,0.7362,0.2454,0.5269,0.2398,0.5200,0.4019,0.5537,0.8938,0.9704,0.8635,0.9772,0.9654,10.336,10.773,10.039,0.8937,10.496,0.9362,10.833,0.7022,0.5503,0.5614,0.6938,0.5150,0.7587,0.8849,0.8584,0.6285,0.7562,0.7860,0.8028,11.649,0.8629,0.6362,0.6190,0.7734,0.8420,13.882,0.8208,0.8137,0.6822,0.8443,0.8378,0.4498,0.4643,0.7565,0.3292,0.6189,0.6775,0.6875,0.7375,0.8867,0.8523,0.8684,0.9012,11.679,11.735,14.722,0.8828,0.9350,10.869,-0.5681,-0.4636,-0.8386,-0.7986,-0.4549,-0.6710,-0.4039,-0.1332,-0.9255,-0.7354,-0.6317,-0.4034,0.4154,0.5253,-0.4589,0.1460,-0.3047,-0.3286,0.4668,0.5211,0.1456,0.0721,0.3413,0.3461,-0.3698,-0.4404,-0.4164,-0.4634,-0.4187,-0.5849,-0.3547,-0.2404,-10.813,0.2323,0.1009,-0.0942,-0.1009,0.0409,-0.1228,-0.6756,-0.4577,-0.6550,-0.7076,-0.2701,-0.2025,-0.1124,-0.6561,-0.2473,-0.1579
CHRM2,0.9457,0.9198,0.7857,0.8786,11.928,10.515,10.433,0.8202,10.364,0.8809,12.011,10.352,0.8198,0.8885,0.9547,11.750,11.501,0.8965,0.8580,0.9843,0.9074,0.9859,11.274,11.175,0.9016,0.8704,0.7938,0.9391,11.064,10.007,0.9498,0.9997,0.8984,0.9075,10.547,10.057,0.8436,0.7872,0.8458,10.650,11.640,0.9695,0.9582,0.9625,0.8474,10.715,10.835,0.7888,0.7541,0.9467,10.326,10.790,11.572,11.854,0.8890,0.9949,10.095,10.545,0.9088,10.006,0.8233,0.9604,10.876,10.898,11.989,0.9575,11.460,0.8806,0.9958,10.032,0.8821,0.9285,0.9135,0.9122,0.7272,0.4988,0.5056,0.5839,0.6553,0.5588,0.4186,0.4187,0.2383,0.2074,0.3749,0.3903,0.8729,0.9759,11.221,0.7941,0.8049,0.7779,0.8490,0.9765,0.4227,0.7882,0.7880,0.8583,0.4472,0.5916,0.3256,0.0587,0.4247,0.3780,0.2107,0.5108,0.4475,-0.0363,-0.3582,0.1495,-0.0537,-0.1259,-0.4121,-0.6361,-0.1149,0.2359,0.1807,0.2273,0.5628,0.5372,0.7908,0.3554,0.0922,-0.3438,-0.8783,-0.7373,-0.5347,-0.4362,0.4449,0.4553,0.8283,0.7870,0.6208,0.6268,-0.1872,0.1500,0.2550,-0.0456,0.2855,0.3458,-0.1857,-0.0380,-0.2838,-0.4321,0.1507,0.0960,-0.1746,-0.0813,-0.2483,-0.4275,0.1299,0.0137,-0.1397,0.0796,-0.0635,-0.6471,-0.2345,-0.1861,-0.1077,-0.2532,-12.412,-0.8187,-0.3503,-0.0845,0.0311,0.2311,0.0417,-0.0365,0.1512,0.3437,-0.4559,-0.7117,0.1418,0.1741,-0.2969,-0.4206,-0.4034,-0.0295,0.0262,-0.0264,-0.0976,-0.2490,-0.3207,0.0916,-0.4141,-0.0467,0.3175,-0.0320,-0.2667
CHRM2,0.3705,-0.3610,-0.2932,-0.6289,-0.0893,-0.0580,-0.3869,-0.6802,-0.6144,-0.7247,0.1969,-0.1535,0.3633,-0.3683,-0.2544,-0.1742,-0.1317,0.6131,-0.2627,-0.2253,-0.1014,-0.2633,0.7608,-0.0458,0.4906,-0.7868,-0.1890,-0.3375,-0.2211,0.2040,-0.4436,-0.7087,-0.3550,-0.2287,0.2393,0.0189,0.1971,-0.6142,-0.2917,-0.5701,-0.6762,0.6981,-14.999,-0.1348,-0.1037,0.3283,0.3021,0.0221,-0.3926,-0.2575,-0.7279,-0.0170,0.5517,-0.3443,-0.1555,-15.999,0.1549,0.1998,0.4321,-0.2368,-0.2532,-0.0433,-0.3700,0.6766,-0.0180,-0.1766,-0.4346,-0.4275,-0.1101,-0.1171,-0.4206,-0.5214,-0.5395,-0.4181,-11.092,0.2176,-0.9345,-0.7601,-10.820,-14.474,-19.636,-0.7388,-0.9994,-12.667,-17.635,-18.565,-13.049,-0.8025,-10.319,-0.9071,-10.849,-15.849,-0.6972,-0.8425,11.887,-11.877,-17.478,-16.293,0.0138,10.956,0.1754,0.9581,0.3788,0.4833,-0.2934,-11.134,-0.8865,-12.592,-0.1256,-18.975,0.0182,-0.5841,-0.9158,-0.8891,-0.6328,-0.1108,0.1719,-10.568,-10.559,-0.8836,-14.220,-12.853,-10.706,-0.8723,-0.3224,0.8271,-0.4572,0.6519,-13.249,-0.3190,-0.9193,-11.476,-14.112,-0.4667,-0.3769,-0.2388,-0.5140,-12.311,-15.652,-0.6340,-10.991,-0.9003,-0.5423,-0.6889,-0.6407,0.0977,-0.8157,-0.4142,-0.7377,-12.628,-0.5070,-0.6998,-0.8259,-0.7083,-10.516,-0.6761,-0.7020,-0.1966,-17.792,-15.046,-10.336,-0.9728,-10.522,-0.7175,-0.6905,-0.5876,-0.3767,-0.3172,-0.5645,-0.3802,18.571,17.339,21.045,-0.5291,14.124,0.1492,0.4248,0.8132,13.179,-0.0222,12.752,0.4650,0.4936,0.5981,0.3621,11.693,15.071,11.491,0.9860
CHRM2,-0.2975,-0.6944,-0.2514,0.4535,0.1226,-0.2400,-0.0943,-0.4236,-0.4622,-0.4703,0.1727,-0.5656,0.2640,-0.4259,-0.4683,-0.4283,-0.1225,-0.2184,-0.2682,-0.6360,-0.3754,-0.1430,0.5678,-0.3607,-0.4427,-0.7232,-0.3780,-0.2374,-0.1852,-0.1503,0.0687,-0.6721,-0.3634,-0.3316,0.3370,-0.1584,0.0586,-0.6096,-0.3073,-0.3019,-0.6137,0.5181,-0.5424,0.1170,0.0403,0.0953,-0.1916,0.6069,-0.5459,0.1213,-0.3602,-0.2520,-0.2711,-0.5064,-0.1944,-0.6284,0.1443,18.269,0.1419,0.0015,-0.3183,-0.1448,0.2401,0.0078,-0.1021,-0.2081,-0.3103,0.0126,-0.0515,-0.3703,-0.2344,-0.6461,-0.4145,-0.2811,-11.261,-0.3186,-11.554,-12.194,-12.859,-10.043,-16.036,-0.7083,-12.003,-16.724,-12.811,-13.063,-0.2011,-0.9800,-0.4747,-13.688,-11.807,-0.5547,-0.3472,-0.7753,-0.4740,-0.9855,-0.6709,-0.8477,0.1876,0.9271,-0.1727,0.6067,0.2500,0.5077,-0.2092,-0.7087,0.0425,-0.1536,-11.126,-0.4285,-0.6314,-0.2582,-0.9335,-0.9711,-0.0581,-11.593,-0.0362,-0.6760,-16.285,-12.514,-19.135,-0.9322,-15.950,-0.5731,-0.9516,0.3073,-0.9875,0.1220,-0.9956,-0.0604,-14.337,-0.5359,-16.395,-0.4851,-0.5363,-11.567,-10.087,-0.8554,-0.7831,-12.441,-0.1291,-12.249,-0.5003,-0.8094,-0.3712,-0.5036,-0.4852,-0.6036,-0.8814,-0.5631,-0.4998,-0.8308,-0.5092,-0.3740,-0.8387,-0.6293,-0.5086,-0.7046,-10.061,-0.5570,-0.7047,-0.0135,-0.4289,-0.5823,-0.4248,-0.8056,-0.2730,-0.4182,-0.1017,-0.6503,14.938,13.351,21.316,0.3903,11.966,0.9495,0.5870,0.8672,12.049,0.5889,10.963,0.3955,0.2682,0.4769,12.306,15.673,13.809,14.720,0.8014
CHRM2,-0.1525,-0.3558,-0.3426,-0.0175,0.0277,-0.4063,-0.1512,-0.6850,-0.4617,-0.7522,0.1885,-0.3047,-0.3664,-0.6173,-0.2460,-0.3035,-0.3226,-0.0740,-0.1959,-0.8145,-0.3002,-0.3611,0.4028,0.4292,0.0284,-0.8240,-0.4447,-0.2534,-0.1652,-0.2528,-0.2281,-0.4022,-0.3527,-0.3274,0.1384,-0.1322,0.0086,-0.6178,-0.3341,-0.3542,0.4624,0.0810,-0.5324,-0.1808,-0.0431,-0.1535,-0.0591,0.0390,-0.8030,-0.2921,-0.4948,-0.1201,0.0587,-10.810,0.0898,-0.4713,-0.1034,0.0364,-0.1743,-0.3645,-0.2655,-0.1412,-0.0719,-0.2886,-0.2146,-0.1291,-0.2705,-0.2247,-0.4992,-0.4957,-0.1002,-0.6727,-0.2492,-0.3560,-13.513,-0.4574,-0.9118,-0.7817,-0.8726,-10.094,-17.805,-10.979,-11.599,-10.069,-11.667,-10.070,-13.340,-0.7342,-0.8979,-12.967,-16.886,-0.8323,-0.8675,-0.9044,-0.5959,-0.9209,-0.9131,-17.750,0.2045,0.9847,0.3945,0.6154,0.2751,0.4776,-13.195,-14.138,-10.427,-14.989,-0.9695,-11.345,0.3557,-0.1785,0.4030,-0.0582,-0.0298,-0.0954,-0.2908,-10.426,-12.254,-0.7581,-13.340,-0.6020,-14.478,-0.1752,-0.8603,10.688,-0.7916,-0.2578,-0.4908,0.1026,-0.9869,-0.5314,-16.766,-0.2105,-11.436,-10.815,-0.3670,-11.083,-10.602,-0.6224,-0.4818,-12.913,-0.4712,-0.9941,-0.5474,-0.4725,-0.7551,-0.7667,-0.3115,-0.8655,-0.4324,-0.9041,-0.3780,-0.1345,-12.384,-0.3378,-0.5551,-0.5519,-0.3513,-12.252,-0.6510,-0.1928,-0.0566,-0.4467,-0.2916,-0.8964,-0.3494,-0.4705,-0.0655,-0.2682,14.954,11.134,20.053,0.4660,11.197,10.664,0.6164,0.8984,16.328,0.5905,11.591,0.3355,0.9746,13.777,13.946,16.211,12.790,13.972,12.430
